"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"18.10.2023 05:00 - 18.10.2023 06:00","25136","25304"
"18.10.2023 06:00 - 18.10.2023 07:00","29836","30184"
"18.10.2023 07:00 - 18.10.2023 08:00","35163","35346"
"18.10.2023 08:00 - 18.10.2023 09:00","38278","38596"
"18.10.2023 09:00 - 18.10.2023 10:00","38978","39494"
"18.10.2023 10:00 - 18.10.2023 11:00","38412","39589"
"18.10.2023 11:00 - 18.10.2023 12:00","38636","39344"
"18.10.2023 12:00 - 18.10.2023 13:00","36476","37322"
"18.10.2023 13:00 - 18.10.2023 14:00","36535","37642"
"18.10.2023 14:00 - 18.10.2023 15:00","37617","38344"
"18.10.2023 15:00 - 18.10.2023 16:00","37722","38578"
"18.10.2023 16:00 - 18.10.2023 17:00","37614","38707"
"18.10.2023 17:00 - 18.10.2023 18:00","36881","37567"
"18.10.2023 18:00 - 18.10.2023 19:00","37861","38239"
"18.10.2023 19:00 - 18.10.2023 20:00","39508","39157"
"18.10.2023 20:00 - 18.10.2023 21:00","37347","36858"
"18.10.2023 21:00 - 18.10.2023 22:00","34530","34065"
"18.10.2023 22:00 - 18.10.2023 23:00","31322","30667"
"18.10.2023 23:00 - 19.10.2023 00:00","28773","28083"
"19.10.2023 00:00 - 19.10.2023 01:00","25964","25786"
"19.10.2023 01:00 - 19.10.2023 02:00","24670","24503"
"19.10.2023 02:00 - 19.10.2023 03:00","24016","23751"
"19.10.2023 03:00 - 19.10.2023 04:00","23726","23587"
"19.10.2023 04:00 - 19.10.2023 05:00","23885","23693"
"19.10.2023 05:00 - 19.10.2023 06:00","25381","25267"
"19.10.2023 06:00 - 19.10.2023 07:00","30197","29941"
"19.10.2023 07:00 - 19.10.2023 08:00","35431","35178"
"19.10.2023 08:00 - 19.10.2023 09:00","38738","39245"
"19.10.2023 09:00 - 19.10.2023 10:00","39982","40567"
"19.10.2023 10:00 - 19.10.2023 11:00","40277","40375"
"19.10.2023 11:00 - 19.10.2023 12:00","39670","40057"
"19.10.2023 12:00 - 19.10.2023 13:00","37468","38257"
"19.10.2023 13:00 - 19.10.2023 14:00","37671","38343"
"19.10.2023 14:00 - 19.10.2023 15:00","37706","38952"
"19.10.2023 15:00 - 19.10.2023 16:00","38298","38770"
"19.10.2023 16:00 - 19.10.2023 17:00","38422","39092"
"19.10.2023 17:00 - 19.10.2023 18:00","37419","37767"
"19.10.2023 18:00 - 19.10.2023 19:00","37934","38794"
"19.10.2023 19:00 - 19.10.2023 20:00","39141","39463"
"19.10.2023 20:00 - 19.10.2023 21:00","37120","37437"
"19.10.2023 21:00 - 19.10.2023 22:00","34279","34375"
"19.10.2023 22:00 - 19.10.2023 23:00","30936","30859"
"19.10.2023 23:00 - 20.10.2023 00:00","28437","28281"
"20.10.2023 00:00 - 20.10.2023 01:00","26021","26066"
"20.10.2023 01:00 - 20.10.2023 02:00","24690","24725"
"20.10.2023 02:00 - 20.10.2023 03:00","23962","23879"
"20.10.2023 03:00 - 20.10.2023 04:00","23767","23645"
"20.10.2023 04:00 - 20.10.2023 05:00","24080","23860"
"20.10.2023 05:00 - 20.10.2023 06:00","25453","25484"
"20.10.2023 06:00 - 20.10.2023 07:00","30089","29995"
"20.10.2023 07:00 - 20.10.2023 08:00","35391","35218"
"20.10.2023 08:00 - 20.10.2023 09:00","39451","38857"
"20.10.2023 09:00 - 20.10.2023 10:00","40546","40442"
"20.10.2023 10:00 - 20.10.2023 11:00","40250","40407"
"20.10.2023 11:00 - 20.10.2023 12:00","39765","40385"
"20.10.2023 12:00 - 20.10.2023 13:00","37911","38383"
"20.10.2023 13:00 - 20.10.2023 14:00","37925","38035"
"20.10.2023 14:00 - 20.10.2023 15:00","38120","38641"
"20.10.2023 15:00 - 20.10.2023 16:00","38353","38163"
"20.10.2023 16:00 - 20.10.2023 17:00","38458","37440"
"20.10.2023 17:00 - 20.10.2023 18:00","37460","36945"
"20.10.2023 18:00 - 20.10.2023 19:00","37970","37949"
"20.10.2023 19:00 - 20.10.2023 20:00","38949","38741"
"20.10.2023 20:00 - 20.10.2023 21:00","36502","36314"
"20.10.2023 21:00 - 20.10.2023 22:00","33748","33592"
"20.10.2023 22:00 - 20.10.2023 23:00","30610","30780"
"20.10.2023 23:00 - 21.10.2023 00:00","28132","28612"
"21.10.2023 00:00 - 21.10.2023 01:00","25787","26155"
"21.10.2023 01:00 - 21.10.2023 02:00","24500","24722"
"21.10.2023 02:00 - 21.10.2023 03:00","23669","23892"
"21.10.2023 03:00 - 21.10.2023 04:00","23227","23329"
"21.10.2023 04:00 - 21.10.2023 05:00","23179","23118"
"21.10.2023 05:00 - 21.10.2023 06:00","23788","23728"
"21.10.2023 06:00 - 21.10.2023 07:00","25665","25734"
"21.10.2023 07:00 - 21.10.2023 08:00","28205","28200"
"21.10.2023 08:00 - 21.10.2023 09:00","30175","30176"
"21.10.2023 09:00 - 21.10.2023 10:00","31875","32050"
"21.10.2023 10:00 - 21.10.2023 11:00","31808","32091"
"21.10.2023 11:00 - 21.10.2023 12:00","31208","31532"
"21.10.2023 12:00 - 21.10.2023 13:00","29618","30482"
"21.10.2023 13:00 - 21.10.2023 14:00","28137","30202"
"21.10.2023 14:00 - 21.10.2023 15:00","28020","28987"
"21.10.2023 15:00 - 21.10.2023 16:00","27986","28368"
"21.10.2023 16:00 - 21.10.2023 17:00","28275","27976"
"21.10.2023 17:00 - 21.10.2023 18:00","29189","28756"
"21.10.2023 18:00 - 21.10.2023 19:00","31108","31191"
"21.10.2023 19:00 - 21.10.2023 20:00","32551","32731"
"21.10.2023 20:00 - 21.10.2023 21:00","30811","30903"
"21.10.2023 21:00 - 21.10.2023 22:00","28648","28304"
"21.10.2023 22:00 - 21.10.2023 23:00","26648","26343"
"21.10.2023 23:00 - 22.10.2023 00:00","24796","24355"
"22.10.2023 00:00 - 22.10.2023 01:00","22811","22810"
"22.10.2023 01:00 - 22.10.2023 02:00","21481","21553"
"22.10.2023 02:00 - 22.10.2023 03:00","20722","20703"
"22.10.2023 03:00 - 22.10.2023 04:00","20347","20052"
"22.10.2023 04:00 - 22.10.2023 05:00","20366","20030"
"22.10.2023 05:00 - 22.10.2023 06:00","20794","20335"
"22.10.2023 06:00 - 22.10.2023 07:00","21901","21533"
"22.10.2023 07:00 - 22.10.2023 08:00","22830","22442"
"22.10.2023 08:00 - 22.10.2023 09:00","24108","23932"
"22.10.2023 09:00 - 22.10.2023 10:00","26280","25917"
"22.10.2023 10:00 - 22.10.2023 11:00","26883","26580"
"22.10.2023 11:00 - 22.10.2023 12:00","27020","26217"
"22.10.2023 12:00 - 22.10.2023 13:00","26493","26150"
"22.10.2023 13:00 - 22.10.2023 14:00","25345","25064"
"22.10.2023 14:00 - 22.10.2023 15:00","24763","24033"
"22.10.2023 15:00 - 22.10.2023 16:00","24964","24119"
"22.10.2023 16:00 - 22.10.2023 17:00","24850","24487"
"22.10.2023 17:00 - 22.10.2023 18:00","25905","25341"
"22.10.2023 18:00 - 22.10.2023 19:00","28523","28044"
"22.10.2023 19:00 - 22.10.2023 20:00","30198","29921"
"22.10.2023 20:00 - 22.10.2023 21:00","29107","29025"
"22.10.2023 21:00 - 22.10.2023 22:00","27577","27466"
"22.10.2023 22:00 - 22.10.2023 23:00","25643","25418"
"22.10.2023 23:00 - 23.10.2023 00:00","23752","23472"
"23.10.2023 00:00 - 23.10.2023 01:00","21775","21490"
"23.10.2023 01:00 - 23.10.2023 02:00","20758","20233"
"23.10.2023 02:00 - 23.10.2023 03:00","20345","19816"
"23.10.2023 03:00 - 23.10.2023 04:00","20228","19659"
"23.10.2023 04:00 - 23.10.2023 05:00","20795","20164"
"23.10.2023 05:00 - 23.10.2023 06:00","22741","22145"
"23.10.2023 06:00 - 23.10.2023 07:00","28175","27703"
"23.10.2023 07:00 - 23.10.2023 08:00","33488","33174"
"23.10.2023 08:00 - 23.10.2023 09:00","36813","36871"
"23.10.2023 09:00 - 23.10.2023 10:00","38152","37988"
"23.10.2023 10:00 - 23.10.2023 11:00","38234","36932"
"23.10.2023 11:00 - 23.10.2023 12:00","37623","36654"
"23.10.2023 12:00 - 23.10.2023 13:00","36598","35128"
"23.10.2023 13:00 - 23.10.2023 14:00","36400","35443"
"23.10.2023 14:00 - 23.10.2023 15:00","36652","36675"
"23.10.2023 15:00 - 23.10.2023 16:00","36963","37603"
"23.10.2023 16:00 - 23.10.2023 17:00","36673","37533"
"23.10.2023 17:00 - 23.10.2023 18:00","36124","36573"
"23.10.2023 18:00 - 23.10.2023 19:00","37302","37914"
"23.10.2023 19:00 - 23.10.2023 20:00","38435","38543"
"23.10.2023 20:00 - 23.10.2023 21:00","36632","36491"
"23.10.2023 21:00 - 23.10.2023 22:00","33697","33655"
"23.10.2023 22:00 - 23.10.2023 23:00","30664","30316"
"23.10.2023 23:00 - 24.10.2023 00:00","28111","27904"
"24.10.2023 00:00 - 24.10.2023 01:00","25690","25738"
"24.10.2023 01:00 - 24.10.2023 02:00","24181","24339"
"24.10.2023 02:00 - 24.10.2023 03:00","23528","23766"
"24.10.2023 03:00 - 24.10.2023 04:00","23296","23482"
"24.10.2023 04:00 - 24.10.2023 05:00","23778","23790"
"24.10.2023 05:00 - 24.10.2023 06:00","25270","25240"
"24.10.2023 06:00 - 24.10.2023 07:00","29809","30031"
"24.10.2023 07:00 - 24.10.2023 08:00","35108","35232"
"24.10.2023 08:00 - 24.10.2023 09:00","38458","39003"
"24.10.2023 09:00 - 24.10.2023 10:00","39395","40173"
"24.10.2023 10:00 - 24.10.2023 11:00","38480","40076"
"24.10.2023 11:00 - 24.10.2023 12:00","38235","39910"
"24.10.2023 12:00 - 24.10.2023 13:00","36736","37584"
"24.10.2023 13:00 - 24.10.2023 14:00","36897","37002"
"24.10.2023 14:00 - 24.10.2023 15:00","37830","37981"
"24.10.2023 15:00 - 24.10.2023 16:00","38523","38797"
"24.10.2023 16:00 - 24.10.2023 17:00","38345","38625"
"24.10.2023 17:00 - 24.10.2023 18:00","37567","37958"
"24.10.2023 18:00 - 24.10.2023 19:00","38137","38753"
"24.10.2023 19:00 - 24.10.2023 20:00","39052","39221"
"24.10.2023 20:00 - 24.10.2023 21:00","36884","37070"
"24.10.2023 21:00 - 24.10.2023 22:00","34038","34318"
"24.10.2023 22:00 - 24.10.2023 23:00","30827","31113"
"24.10.2023 23:00 - 25.10.2023 00:00","28257","28427"
"25.10.2023 00:00 - 25.10.2023 01:00","26218","26103"
"25.10.2023 01:00 - 25.10.2023 02:00","24734","24761"
"25.10.2023 02:00 - 25.10.2023 03:00","24224","24116"
"25.10.2023 03:00 - 25.10.2023 04:00","23972","23923"
"25.10.2023 04:00 - 25.10.2023 05:00","24247","24019"
"25.10.2023 05:00 - 25.10.2023 06:00","25709","25574"
"25.10.2023 06:00 - 25.10.2023 07:00","30363","30368"
"25.10.2023 07:00 - 25.10.2023 08:00","35672","35706"
"25.10.2023 08:00 - 25.10.2023 09:00","39308","39075"
"25.10.2023 09:00 - 25.10.2023 10:00","40424","40203"
"25.10.2023 10:00 - 25.10.2023 11:00","40294","39947"
"25.10.2023 11:00 - 25.10.2023 12:00","39936","39827"
"25.10.2023 12:00 - 25.10.2023 13:00","37495","37363"
"25.10.2023 13:00 - 25.10.2023 14:00","37032","36797"
"25.10.2023 14:00 - 25.10.2023 15:00","38065","36415"
"25.10.2023 15:00 - 25.10.2023 16:00","38567","36691"
"25.10.2023 16:00 - 25.10.2023 17:00","38947","37380"
"25.10.2023 17:00 - 25.10.2023 18:00","38270","36907"
"25.10.2023 18:00 - 25.10.2023 19:00","38929","38238"
"25.10.2023 19:00 - 25.10.2023 20:00","39564","39223"
"25.10.2023 20:00 - 25.10.2023 21:00","37420","37080"
"25.10.2023 21:00 - 25.10.2023 22:00","34589","34272"
"25.10.2023 22:00 - 25.10.2023 23:00","31257","30788"
"25.10.2023 23:00 - 26.10.2023 00:00","28722","28089"
"26.10.2023 00:00 - 26.10.2023 01:00","25926","25934"
"26.10.2023 01:00 - 26.10.2023 02:00","24497","24659"
"26.10.2023 02:00 - 26.10.2023 03:00","23856","23948"
"26.10.2023 03:00 - 26.10.2023 04:00","23704","23729"
"26.10.2023 04:00 - 26.10.2023 05:00","23861","24064"
"26.10.2023 05:00 - 26.10.2023 06:00","25387","25512"
"26.10.2023 06:00 - 26.10.2023 07:00","30056","30339"
"26.10.2023 07:00 - 26.10.2023 08:00","35412","35672"
"26.10.2023 08:00 - 26.10.2023 09:00","38791","38836"
"26.10.2023 09:00 - 26.10.2023 10:00","40084","40055"
"26.10.2023 10:00 - 26.10.2023 11:00","39811","39780"
"26.10.2023 11:00 - 26.10.2023 12:00","39469","38292"
"26.10.2023 12:00 - 26.10.2023 13:00","37372","36617"
"26.10.2023 13:00 - 26.10.2023 14:00","36991","36812"
"26.10.2023 14:00 - 26.10.2023 15:00","37618","38266"
"26.10.2023 15:00 - 26.10.2023 16:00","38170","38410"
"26.10.2023 16:00 - 26.10.2023 17:00","38414","38066"
"26.10.2023 17:00 - 26.10.2023 18:00","37761","37257"
"26.10.2023 18:00 - 26.10.2023 19:00","38611","38629"
"26.10.2023 19:00 - 26.10.2023 20:00","39213","39106"
"26.10.2023 20:00 - 26.10.2023 21:00","37265","37022"
"26.10.2023 21:00 - 26.10.2023 22:00","34530","34275"
"26.10.2023 22:00 - 26.10.2023 23:00","31243","31052"
"26.10.2023 23:00 - 27.10.2023 00:00","28678","28370"
"27.10.2023 00:00 - 27.10.2023 01:00","26087","26219"
"27.10.2023 01:00 - 27.10.2023 02:00","24816","24833"
"27.10.2023 02:00 - 27.10.2023 03:00","24105","24014"
"27.10.2023 03:00 - 27.10.2023 04:00","23850","23774"
"27.10.2023 04:00 - 27.10.2023 05:00","24023","24041"
"27.10.2023 05:00 - 27.10.2023 06:00","25511","25479"
"27.10.2023 06:00 - 27.10.2023 07:00","30041","30081"
"27.10.2023 07:00 - 27.10.2023 08:00","35524","35328"
"27.10.2023 08:00 - 27.10.2023 09:00","38655","38739"
"27.10.2023 09:00 - 27.10.2023 10:00","40075","40089"
"27.10.2023 10:00 - 27.10.2023 11:00","39839","39378"
"27.10.2023 11:00 - 27.10.2023 12:00","39204","38374"
"27.10.2023 12:00 - 27.10.2023 13:00","36845","36230"
"27.10.2023 13:00 - 27.10.2023 14:00","36626","35836"
"27.10.2023 14:00 - 27.10.2023 15:00","36391","36542"
"27.10.2023 15:00 - 27.10.2023 16:00","36225","36664"
"27.10.2023 16:00 - 27.10.2023 17:00","36291","36286"
"27.10.2023 17:00 - 27.10.2023 18:00","36547","35695"
"27.10.2023 18:00 - 27.10.2023 19:00","38197","37543"
"27.10.2023 19:00 - 27.10.2023 20:00","38882","38302"
"27.10.2023 20:00 - 27.10.2023 21:00","36550","36123"
"27.10.2023 21:00 - 27.10.2023 22:00","33843","33312"
"27.10.2023 22:00 - 27.10.2023 23:00","30766","30229"
"27.10.2023 23:00 - 28.10.2023 00:00","28250","27792"
"28.10.2023 00:00 - 28.10.2023 01:00","26090","25745"
"28.10.2023 01:00 - 28.10.2023 02:00","24699","24142"
"28.10.2023 02:00 - 28.10.2023 03:00","23767","23351"
"28.10.2023 03:00 - 28.10.2023 04:00","23248","22954"
"28.10.2023 04:00 - 28.10.2023 05:00","23005","22813"
"28.10.2023 05:00 - 28.10.2023 06:00","23419","23395"
"28.10.2023 06:00 - 28.10.2023 07:00","25523","25469"
"28.10.2023 07:00 - 28.10.2023 08:00","28170","28133"
"28.10.2023 08:00 - 28.10.2023 09:00","30342","29676"
"28.10.2023 09:00 - 28.10.2023 10:00","31865","31237"
"28.10.2023 10:00 - 28.10.2023 11:00","31717","31004"
"28.10.2023 11:00 - 28.10.2023 12:00","30485","30127"
"28.10.2023 12:00 - 28.10.2023 13:00","29496","28879"
"28.10.2023 13:00 - 28.10.2023 14:00","28633","27853"
"28.10.2023 14:00 - 28.10.2023 15:00","27867","27539"
"28.10.2023 15:00 - 28.10.2023 16:00","27799","27713"
"28.10.2023 16:00 - 28.10.2023 17:00","27677","27788"
"28.10.2023 17:00 - 28.10.2023 18:00","28607","28496"
"28.10.2023 18:00 - 28.10.2023 19:00","31483","31207"
"28.10.2023 19:00 - 28.10.2023 20:00","32824","32655"
"28.10.2023 20:00 - 28.10.2023 21:00","31156","30973"
"28.10.2023 21:00 - 28.10.2023 22:00","28791","28556"
"28.10.2023 22:00 - 28.10.2023 23:00","26844","26453"
"28.10.2023 23:00 - 29.10.2023 00:00","24646","24645"
"29.10.2023 00:00 - 29.10.2023 01:00","22821","22713"
"29.10.2023 01:00 - 29.10.2023 02:00","21316","21246"
"29.10.2023 02:00 - 29.10.2023 03:00","20465","20413"
"29.10.2023 02:00 - 29.10.2023 03:00","20465","19952"
"29.10.2023 03:00 - 29.10.2023 04:00","19816","19733"
"29.10.2023 04:00 - 29.10.2023 05:00","19938","19906"
"29.10.2023 05:00 - 29.10.2023 06:00","20333","20459"
"29.10.2023 06:00 - 29.10.2023 07:00","21056","21296"
"29.10.2023 07:00 - 29.10.2023 08:00","22003","22275"
"29.10.2023 08:00 - 29.10.2023 09:00","23461","24586"
"29.10.2023 09:00 - 29.10.2023 10:00","24792","25719"
"29.10.2023 10:00 - 29.10.2023 11:00","25324","25391"
"29.10.2023 11:00 - 29.10.2023 12:00","25832","26106"
"29.10.2023 12:00 - 29.10.2023 13:00","25853","26326"
"29.10.2023 13:00 - 29.10.2023 14:00","24788","25995"
"29.10.2023 14:00 - 29.10.2023 15:00","24617","25734"
"29.10.2023 15:00 - 29.10.2023 16:00","25134","26110"
"29.10.2023 16:00 - 29.10.2023 17:00","25324","26316"
"29.10.2023 17:00 - 29.10.2023 18:00","27481","28517"
"29.10.2023 18:00 - 29.10.2023 19:00","29420","29763"
"29.10.2023 19:00 - 29.10.2023 20:00","29179","29941"
"29.10.2023 20:00 - 29.10.2023 21:00","28426","28784"
"29.10.2023 21:00 - 29.10.2023 22:00","26663","27088"
"29.10.2023 22:00 - 29.10.2023 23:00","24885","25105"
"29.10.2023 23:00 - 30.10.2023 00:00","22890","23112"
"30.10.2023 00:00 - 30.10.2023 01:00","21696","21086"
"30.10.2023 01:00 - 30.10.2023 02:00","20617","20060"
"30.10.2023 02:00 - 30.10.2023 03:00","20184","19685"
"30.10.2023 03:00 - 30.10.2023 04:00","19996","19724"
"30.10.2023 04:00 - 30.10.2023 05:00","20503","20211"
"30.10.2023 05:00 - 30.10.2023 06:00","22547","22200"
"30.10.2023 06:00 - 30.10.2023 07:00","27598","27317"
"30.10.2023 07:00 - 30.10.2023 08:00","32641","32274"
"30.10.2023 08:00 - 30.10.2023 09:00","36494","36168"
"30.10.2023 09:00 - 30.10.2023 10:00","37701","37338"
"30.10.2023 10:00 - 30.10.2023 11:00","36912","37139"
"30.10.2023 11:00 - 30.10.2023 12:00","37051","37510"
"30.10.2023 12:00 - 30.10.2023 13:00","35410","36221"
"30.10.2023 13:00 - 30.10.2023 14:00","35941","36644"
"30.10.2023 14:00 - 30.10.2023 15:00","36963","37704"
"30.10.2023 15:00 - 30.10.2023 16:00","37770","37807"
"30.10.2023 16:00 - 30.10.2023 17:00","37895","38088"
"30.10.2023 17:00 - 30.10.2023 18:00","38034","38484"
"30.10.2023 18:00 - 30.10.2023 19:00","38538","37987"
"30.10.2023 19:00 - 30.10.2023 20:00","37856","37170"
"30.10.2023 20:00 - 30.10.2023 21:00","35902","35038"
"30.10.2023 21:00 - 30.10.2023 22:00","33050","32603"
"30.10.2023 22:00 - 30.10.2023 23:00","29847","29479"
"30.10.2023 23:00 - 31.10.2023 00:00","27301","27046"
"31.10.2023 00:00 - 31.10.2023 01:00","25090","24958"
"31.10.2023 01:00 - 31.10.2023 02:00","23850","23582"
"31.10.2023 02:00 - 31.10.2023 03:00","23282","22931"
"31.10.2023 03:00 - 31.10.2023 04:00","23036","22695"
"31.10.2023 04:00 - 31.10.2023 05:00","23171","23062"
"31.10.2023 05:00 - 31.10.2023 06:00","24590","24470"
"31.10.2023 06:00 - 31.10.2023 07:00","28915","28645"
"31.10.2023 07:00 - 31.10.2023 08:00","33378","33187"
"31.10.2023 08:00 - 31.10.2023 09:00","37080","37088"
"31.10.2023 09:00 - 31.10.2023 10:00","37911","37782"
"31.10.2023 10:00 - 31.10.2023 11:00","37565","38019"
"31.10.2023 11:00 - 31.10.2023 12:00","37763","37881"
"31.10.2023 12:00 - 31.10.2023 13:00","35885","35582"
"31.10.2023 13:00 - 31.10.2023 14:00","36210","35953"
"31.10.2023 14:00 - 31.10.2023 15:00","36805","36461"
"31.10.2023 15:00 - 31.10.2023 16:00","37623","36343"
"31.10.2023 16:00 - 31.10.2023 17:00","38024","36360"
"31.10.2023 17:00 - 31.10.2023 18:00","38308","37427"
"31.10.2023 18:00 - 31.10.2023 19:00","37825","37066"
"31.10.2023 19:00 - 31.10.2023 20:00","37045","36176"
"31.10.2023 20:00 - 31.10.2023 21:00","34741","34119"
"31.10.2023 21:00 - 31.10.2023 22:00","31750","31100"
"31.10.2023 22:00 - 31.10.2023 23:00","28370","28178"
"31.10.2023 23:00 - 01.11.2023 00:00","25896","25995"
"01.11.2023 00:00 - 01.11.2023 01:00","23621","23820"
"01.11.2023 01:00 - 01.11.2023 02:00","22158","22588"
"01.11.2023 02:00 - 01.11.2023 03:00","21393","21736"
"01.11.2023 03:00 - 01.11.2023 04:00","20976","21247"
"01.11.2023 04:00 - 01.11.2023 05:00","20910","21038"
"01.11.2023 05:00 - 01.11.2023 06:00","21421","21212"
"01.11.2023 06:00 - 01.11.2023 07:00","21820","21694"
"01.11.2023 07:00 - 01.11.2023 08:00","22578","22280"
"01.11.2023 08:00 - 01.11.2023 09:00","24294","23485"
"01.11.2023 09:00 - 01.11.2023 10:00","25408","24128"
"01.11.2023 10:00 - 01.11.2023 11:00","26006","24440"
"01.11.2023 11:00 - 01.11.2023 12:00","26443","25110"
"01.11.2023 12:00 - 01.11.2023 13:00","26285","25749"
"01.11.2023 13:00 - 01.11.2023 14:00","25645","25593"
"01.11.2023 14:00 - 01.11.2023 15:00","25120","24931"
"01.11.2023 15:00 - 01.11.2023 16:00","25131","24894"
"01.11.2023 16:00 - 01.11.2023 17:00","25636","25427"
"01.11.2023 17:00 - 01.11.2023 18:00","27632","27903"
"01.11.2023 18:00 - 01.11.2023 19:00","29170","29176"
"01.11.2023 19:00 - 01.11.2023 20:00","29678","29627"
"01.11.2023 20:00 - 01.11.2023 21:00","28964","28298"
"01.11.2023 21:00 - 01.11.2023 22:00","27598","26605"
"01.11.2023 22:00 - 01.11.2023 23:00","25630","24627"
"01.11.2023 23:00 - 02.11.2023 00:00","23778","22609"
"02.11.2023 00:00 - 02.11.2023 01:00","21505","21224"
"02.11.2023 01:00 - 02.11.2023 02:00","20219","20149"
"02.11.2023 02:00 - 02.11.2023 03:00","19884","19566"
"02.11.2023 03:00 - 02.11.2023 04:00","19808","19554"
"02.11.2023 04:00 - 02.11.2023 05:00","20371","20014"
"02.11.2023 05:00 - 02.11.2023 06:00","22441","22099"
"02.11.2023 06:00 - 02.11.2023 07:00","28287","26974"
"02.11.2023 07:00 - 02.11.2023 08:00","33147","31597"
"02.11.2023 08:00 - 02.11.2023 09:00","36578","36137"
"02.11.2023 09:00 - 02.11.2023 10:00","37799","37570"
"02.11.2023 10:00 - 02.11.2023 11:00","37815","37897"
"02.11.2023 11:00 - 02.11.2023 12:00","38069","37997"
"02.11.2023 12:00 - 02.11.2023 13:00","36288","36702"
"02.11.2023 13:00 - 02.11.2023 14:00","37080","36399"
"02.11.2023 14:00 - 02.11.2023 15:00","37759","37444"
"02.11.2023 15:00 - 02.11.2023 16:00","37885","37679"
"02.11.2023 16:00 - 02.11.2023 17:00","38481","37653"
"02.11.2023 17:00 - 02.11.2023 18:00","39074","38054"
"02.11.2023 18:00 - 02.11.2023 19:00","38945","37796"
"02.11.2023 19:00 - 02.11.2023 20:00","38581","37356"
"02.11.2023 20:00 - 02.11.2023 21:00","36591","35261"
"02.11.2023 21:00 - 02.11.2023 22:00","34263","32778"
"02.11.2023 22:00 - 02.11.2023 23:00","30919","29716"
"02.11.2023 23:00 - 03.11.2023 00:00","28232","27275"
"03.11.2023 00:00 - 03.11.2023 01:00","25263","25318"
"03.11.2023 01:00 - 03.11.2023 02:00","23849","24133"
"03.11.2023 02:00 - 03.11.2023 03:00","22857","23311"
"03.11.2023 03:00 - 03.11.2023 04:00","22705","23046"
"03.11.2023 04:00 - 03.11.2023 05:00","22611","23368"
"03.11.2023 05:00 - 03.11.2023 06:00","24291","24787"
"03.11.2023 06:00 - 03.11.2023 07:00","28678","28605"
"03.11.2023 07:00 - 03.11.2023 08:00","33105","32754"
"03.11.2023 08:00 - 03.11.2023 09:00","37541","36951"
"03.11.2023 09:00 - 03.11.2023 10:00","38364","38104"
"03.11.2023 10:00 - 03.11.2023 11:00","38386","37039"
"03.11.2023 11:00 - 03.11.2023 12:00","38207","36831"
"03.11.2023 12:00 - 03.11.2023 13:00","36897","35746"
"03.11.2023 13:00 - 03.11.2023 14:00","36518","35494"
"03.11.2023 14:00 - 03.11.2023 15:00","37285","35569"
"03.11.2023 15:00 - 03.11.2023 16:00","37892","35587"
"03.11.2023 16:00 - 03.11.2023 17:00","37998","36034"
"03.11.2023 17:00 - 03.11.2023 18:00","38257","37584"
"03.11.2023 18:00 - 03.11.2023 19:00","37913","37441"
